P_index,P_url,P_heading,P_ID,P_Status,P_Awarded,P_Budget,P_Repeat,P_Skill,P_Skills_Number,P_Rating,P_Reviews,P_location,P_country,P_income_group,P_selected_rank_tatol,P_fcers_selected,P_selected_rank_average,P_fcers_applying_total,P_selection_accuracy,F_Country_Match
3659,https://www.freelancer.com/projects/copywriting-sales/blog-story-bacterial-vaginosis/,Blog Story on Bacterial Vaginosis , #3770202,Completed,1,$20-25 USD,3,"Article Rewriting,Copywriting,Google Adwords,Marketing,Research Writing,Sales,Technical Writing",7,5,3,Egypt,Egypt,Lower middle income,2,1,2,10,0.9,0
3660,https://www.freelancer.com/projects/php-project-management/website-built/,WEBSITE BUILT, #3767849,Completed,1,$100-500 USD,0,"Engineering,MySQL,PHP,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",9,5,1,Australia,Australia,High income,5,1,5,17,0.764705882,0
3664,https://www.freelancer.com/projects/copywriting-seo/copywriting-for-seo-quick-job/,Copywriting for SEO - Quick Job, #407762,In Progress,1,$30-250 USD,5,"Copywriting,SEO",2,5,3,"Swansea, United Kingdom",United Kingdom,High income,9,1,9,10,0.2,0
3669,https://www.freelancer.com/projects/php-flash/custom-swf-player/,Custom SWF Player, #3737956,Completed,1,$100-500 USD,5,"Adobe Flash,Arts & Crafts,Engineering,MySQL,PHP,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",10,5,68,United States,United States,High income,2,1,2,4,0.75,0
3671,https://www.freelancer.com/projects/visual-basic/change-script/,Change VB script, #402453,Completed,1,$30-250 USD,5,Visual Basic,1,5,15,"Exeter, United States",United States,High income,6,1,6,19,0.736842105,0
3673,https://www.freelancer.com/projects/php-visual-basic/simple-logic-problem-working-with/,Simple VB6 logic problem - working with strings, #3723984,Completed,1,$30-100 USD,5,"Engineering,Microsoft,MySQL,PHP,Software Architecture,Software Testing,Visual Basic,Windows Desktop",8,4.8,3,"Mississauga, Canada",Canada,High income,7,1,7,10,0.4,0
3675,https://www.freelancer.com/projects/php-ajax/clone-this-site.2041571/,295261 clone of this site, #2041571,Completed,1,(blank),5,"AJAX,Anything Goes,PHP",3,5,36,"Columbus, United States",United States,High income,1,1,1,1,1,0
3683,https://www.freelancer.com/projects/php-joomla/need-classified-type-site.2041943/,295633 Need Classified/CL type site., #2041943,In Progress,1,(blank),5,"Anything Goes,Joomla,MySQL,PHP",4,0,0,"cave junction, United States",United States,High income,1,1,1,1,1,0
3688,https://www.freelancer.com/projects/photography-virtual-assistant/sort-through-photos-remove-blured/,sort through 1352 photos and remove blured and duplicate photos, #3690981,Completed,1,$30-50 USD,5,"Photography,Virtual Assistant",2,5,2,United States,United States,High income,10,1,10,13,0.307692308,0
3702,https://www.freelancer.com/projects/seo-link-building/build-one-way-links/,Build One Way Links, #391495,Completed,1,$30-250 USD,5,"Link Building,SEO",2,5,22,"los angeles, China",China,Upper middle income,2,1,2,10,0.9,0
3704,https://www.freelancer.com/projects/copywriting-internet-marketing/need-professional-keyword-report-for/,Need a professional keyword report for my website! No time wasters!, #3663249,Completed,1,$30-5000 USD,5,"Article Rewriting,Copywriting,Internet Marketing,Market Research,Marketing,Research Writing,Sales,Technical Writing",8,5,78,"Mississauga, Canada",Canada,High income,5,1,5,9,0.555555556,0
3711,https://www.freelancer.com/projects/clean-access-database-using-activex/,Clean up access database using activex 3rd party control, #388849,In Progress,1,$30-250 USD,5,(blank),1,5,10,"Las Vegas, United States",United States,High income,1,1,1,1,1,0
3720,https://www.freelancer.com/projects/php-script-install/bidstick-bidboogie-clone/,287210 bidstick/bidboogie clone, #2033509,Completed,1,(blank),2,"AJAX,Anything Goes,MySQL,PHP,Script Install,Website Design",6,1.5,1,"Decatur, United States",United States,High income,1,1,1,1,1,1
3725,https://www.freelancer.com/projects/php-script-installation/joomla-site-configuration/,Joomla site configuration, #380182,Completed,1,$30-250 USD,5,"Joomla,PHP,Script Install,System Admin",4,5,15,"Newton, United States",United States,High income,2,1,2,16,0.9375,0
3733,https://www.freelancer.com/projects/internet-marketing/seo-link-exchange/,SEO and Link exchange, #3577407,Completed,1,$100-500 USD,5,Internet Marketing,1,5,28,"Breazu, Romania",Romania,Upper middle income,6,1,6,21,0.761904762,0
3734,https://www.freelancer.com/projects/anything-goes/university-research-data-sorting/,University Research_Data Sorting, #3574451,Completed,1,$30-60 USD,0,Anything Goes,1,5,1,United States,United States,High income,1,1,1,4,1,0
3735,https://www.freelancer.com/projects/php-script-install/custom-programmer-needed/,283402 Custom WP Programmer Needed, #2029695,Completed,1,(blank),5,"Anything Goes,CSS,MySQL,PHP,Script Install,WordPress",6,5,22,"Albany, United States",United States,High income,1,1,1,1,1,0
3737,https://www.freelancer.com/projects/seo-link-building/need-traffic-google-rank/,Need Traffic and Google rank, #375032,In Progress,1,$30-250 USD,0,"Link Building,SEO",2,0,0,"Val Caron, Canada",Canada,High income,5,1,5,15,0.733333333,0
3740,https://www.freelancer.com/projects/perl-cgi-system-admin/server-website-migration/,Server website  migration, #373247,Completed,1,$30-250 USD,0,"Linux,Perl,System Admin,Web Security",4,5,1,"Houston, United States",United States,High income,6,1,6,8,0.375,0
3749,https://www.freelancer.com/projects/asp-system-admin/membership-site-database/,279647 Membership Site w/Database, #2025936,Completed,1,(blank),5,"Anything Goes,ASP,CSS,Microsoft Access,MySQL,System Admin",6,5,9,"Sautee Nacoochee, United States",United States,High income,1,1,1,1,1,0
3753,https://www.freelancer.com/projects/website-design-anything-goes/adjust-home-page/,278028 Adjust Home Page, #2024316,Completed,1,(blank),5,"Anything Goes,Website Design",2,5,11,"Elmhurst, United States",United States,High income,1,1,1,1,1,0
3765,https://www.freelancer.com/projects/php-perl/clone-script.2021254/,274969 Clone a Script, #2021254,Completed,1,(blank),5,"AJAX,Anything Goes,Perl,PHP,XML",5,5,76,"Zachary, United States",United States,High income,1,1,1,1,1,0
3766,https://www.freelancer.com/projects/php/php-code-error-amp-write.357905/,PHP Code Error &amp; Write New Modules - Revisited, #357905,Completed,1,$30-250 USD,5,PHP,1,5,14,"Grants Pass, United States",United States,High income,2,1,2,2,0.5,1
3767,https://www.freelancer.com/projects/php-windows/numberic-keypad-search-database/,Numberic Keypad to search a database, #3473481,Completed,1,$30-500 USD,0,"Engineering,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",8,5,3,United States,United States,High income,1,1,1,1,1,0
3772,https://www.freelancer.com/projects/php-c-programming/voip-sip-conferencing-server-built/,VOIP SIP conferencing server built on PJSUA, #3443612,Completed,1,$500-5000 USD,5,"C Programming,Engineering,Linux,MySQL,PHP,Project Management,Python,Software Architecture,Software Testing",9,5,1,"Sydney, Australia",Australia,High income,1,1,1,1,1,0
3773,https://www.freelancer.com/projects/xml-flash/image-gallery-zoom/,271083 Image Gallery w/zoom +/-, #2017366,In Progress,1,(blank),4,"Adobe Flash,Anything Goes,XML",3,5,1,United States,United States,High income,1,1,1,1,1,1
3775,https://www.freelancer.com/projects/visual-basic/pool-billiards-game-developed-visual/,Pool (Billiards) Game developed in Visual Basic 6, #351502,Completed,1,$750-1500 USD,0,Visual Basic,1,5,1,"Cleveland, United States",United States,High income,1,1,1,6,1,1
3776,https://www.freelancer.com/projects/c-programming-metatrader/modify-expert-advisor.2016668/,270385 modify expert advisor, #2016668,Completed,1,(blank),5,"C Programming,Metatrader",2,5,5,"huizen, Netherlands",Netherlands,High income,1,1,1,1,1,0
3781,https://www.freelancer.com/projects/website-design-data-entry/use-ebay-rss-feed-generator/,269234 Use ebay RSS feed generator, #2015514,Completed,1,(blank),5,"Anything Goes,Article Rewriting,Data Entry,Link Building,Marketing,Website Design",6,5,15,"Vancouver BC, Canada",Canada,High income,1,1,1,1,1,0
3784,https://www.freelancer.com/projects/script-install-data-entry/data-mining-online-site-data/,267065 Data Mining online site data, #2013344,Completed,1,(blank),5,"AJAX,Anything Goes,Data Entry,MySQL,Script Install",5,5,24,"Louisville, United States",United States,High income,1,1,1,1,1,1
3785,https://www.freelancer.com/projects/php-sql/mysql-database-optimization.2012876/,266598 MySQL Database Optimization, #2012876,Completed,1,(blank),5,"Anything Goes,MySQL,PHP,SQL",4,5,29,"Salem, United States",United States,High income,1,1,1,1,1,0
3797,https://www.freelancer.com/projects/php-javascript/magento-proposition-module/,262018 Magento - Proposition module, #2008291,Completed,1,(blank),5,"Anything Goes,HTML,Javascript,MySQL,PHP,XML",6,5,11,"London, Canada",Canada,High income,1,1,1,1,1,0
3799,https://www.freelancer.com/projects/php/sync-amazon-seller-central-zen/,Sync Amazon Seller Central/Zen Cart Stock List, #334839,In Progress,1,$250-750 USD,5,PHP,1,5,24,"Birmingham, United Kingdom",United Kingdom,High income,3,1,3,3,0.333333333,0
3800,https://www.freelancer.com/projects/php-xml/cpanel-screw-fix-please/,261529 CPanel Screw Up Fix Please, #2007802,In Progress,1,(blank),5,"Anything Goes,HTML,Joomla,PHP,Website Design,XML",6,5,5,"Salt Lake City, United States",United States,High income,1,1,1,1,1,0
3815,https://www.freelancer.com/projects/javascript-anything-goes/small-javascript-mod/,257274 Small Javascript Mod, #2003543,In Progress,1,(blank),5,"Anything Goes,Javascript",2,2.8,44,"Ramona, United States",United States,High income,1,1,1,1,1,0
3824,https://www.freelancer.com/projects/c-programming-anything-goes/bollinger-bands/,254483 Bollinger Bands EA, #2000743,Completed,1,(blank),0,"Anything Goes,C Programming",2,5,1,"Toledo, United States",United States,High income,1,1,1,1,1,0
3829,https://www.freelancer.com/projects/copywriting-technical-writing/word-document-formatting.3246709/,Word Document Formatting, #3246709,Completed,1,$30-5000 USD,5,"Article Rewriting,Copywriting,Editing,Research Writing,Technical Writing",5,5,208,"Charleston, United States",United States,High income,3,1,3,14,0.857142857,1
3831,https://www.freelancer.com/projects/copywriting-web-promotion/affiliate-marketing-help-needed-forum/,"Affiliate Marketing Help Needed- Forum Posters, etc.", #317936,In Progress,1,$30-250 USD,1,"Copywriting,Internet Marketing",2,0,0,"Orange City, United States",United States,High income,2,1,2,2,0.5,0
3832,https://www.freelancer.com/projects/php-windows/foxpro-form-draw-graphics-image/,Foxpro Form to Draw Graphics on Image, #3241755,Completed,1,$100-500 USD,5,"Engineering,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Visual Foxpro,Windows Desktop",9,5,37,United States,United States,High income,1,1,1,3,1,0
3836,https://www.freelancer.com/projects/php-python/small-time-project-reporting-system/,Small Time/Project Reporting System, #3215902,Completed,1,$100-500 USD,5,"Linux,MySQL,PHP,Python,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",9,5,50,United States,United States,High income,4,1,4,6,0.5,0
3839,https://www.freelancer.com/projects/php-graphic-design/phpprobid-custom-feature/,247438 PhpProBid V6.04 Custom Feature, #1993692,Completed,1,(blank),5,"Anything Goes,Graphic Design,MySQL,PHP",4,5,5,"Hednesford, United Kingdom",United Kingdom,High income,1,1,1,1,1,0
3845,https://www.freelancer.com/projects/asp-net/faq-net-project/,FAQ .NET Project, #3157279,Completed,1,$100-250 USD,5,".NET,ASP,MySQL,SQL",4,4.9,53,United States,United States,High income,3,1,3,4,0.5,1
3848,https://www.freelancer.com/projects/php/php-dolphin-module/,PHP (Dolphin module), #301036,In Progress,1,$1500-3000 USD,2,PHP,1,0,0,"Corona, United States",United States,High income,3,1,3,4,0.5,0
3850,https://www.freelancer.com/projects/website-design-graphic-design/video-game-website/,Video Game Website, #300814,In Progress,1,$30-250 USD,3,"Graphic Design,Website Design",2,5,1,"Telkwa, Canada",Canada,High income,4,1,4,13,0.769230769,0
3852,https://www.freelancer.com/projects/php-java/clone-bidster-dot-com/,243599 Clone of bidster dot com, #1989850,Completed,1,(blank),5,"Adobe Flash,Anything Goes,Java,MySQL,PHP,Website Design",6,4.5,1,"Sunderland, United Kingdom",United Kingdom,High income,1,1,1,1,1,0
3857,https://www.freelancer.com/projects/php-javascript/store-time-site-mysql/,Store Time on Site in MySQL, #3108601,Completed,1,$30-75 USD,5,"Engineering,Javascript,MySQL,PHP,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",9,5,19,United States,United States,High income,13,1,13,19,0.368421053,0
3859,https://www.freelancer.com/projects/php-windows/shell-extension-column-handler-icon/,"Shell extension (column handler, icon handler and icon overlay handler) (XIMP)", #3090470,Completed,1,$100-500 USD,5,"C# Programming,Engineering,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",9,5,46,"Amsterdam, Netherlands",Netherlands,High income,1,1,1,4,1,0
3860,https://www.freelancer.com/projects/php-mysql/php-mysql-expert-needed-asap.1985480/,239233 PHP/MySQL Expert Needed ASAP2, #1985480,Completed,1,(blank),5,"Anything Goes,MySQL,PHP",3,4.4,66,"Huntsville, United States",United States,High income,1,1,1,1,1,0
3877,https://www.freelancer.com/projects/php-javascript/web-poll-for-forum/,234048 web poll for my forum, #1980292,Completed,1,(blank),5,"Anything Goes,CSS,Javascript,MySQL,PHP",5,5,115,"Jakarta, United States",United States,High income,1,1,1,1,1,0
3879,https://www.freelancer.com/projects/website-design/myspace-band-page/,Myspace Band Page, #281890,In Progress,1,$30-250 USD,0,Website Design,1,0,0,"Summit, United States",United States,High income,1,1,1,5,1,0
3888,https://www.freelancer.com/projects/c-c-java/blackberry-lcr-development.278936/,Blackberry LCR development 2, #278936,Completed,1,$1500-3000 USD,3,"C Programming,Java,Mobile App Development",3,5,2,"Billericay, United Kingdom",United Kingdom,High income,1,1,1,9,1,0
3894,https://www.freelancer.com/projects/php-c-programming/highscore-posting-system-php-mysql.3971632/,Highscore posting system (C/C++ and Php/MySQL)(repost), #3971632,Completed,1,$30-5000 USD,5,"Anything Goes,C Programming,Engineering,MySQL,PHP,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",10,5,22,Sweden,Sweden,High income,1,1,1,4,1,0
3898,https://www.freelancer.com/projects/virtual-assistant-anything-goes/data-transfer-from-one-spreadsheet/,Data Transfer from one spreadsheet to another, #3968801,Completed,1,$30-100 USD,5,"Anything Goes,Virtual Assistant",2,4.8,108,United States,United States,High income,3,1,3,19,0.894736842,0
3903,https://www.freelancer.com/projects/graphic-design/advert-design.271180/,Advert design, #271180,In Progress,1,$250-750 USD,5,Graphic Design,1,0,0,"Cremorne, Australia",Australia,High income,2,1,2,20,0.95,0
3906,https://www.freelancer.com/projects/joomla-oscommerce/oscommerce-webshop/,Oscommerce Webshop, #268437,Completed,1,$250-750 USD,5,"Joomla,Shopping Carts",2,5,58,"Hamburg, Germany",Germany,High income,1,1,1,17,1,0
3913,https://www.freelancer.com/projects/php-java/xslt-rendering-for-website-stage/,XSLT Rendering for Website - Stage 1 Of Many, #3941877,Completed,1,$500-4000 USD,0,"Apple Safari,Engineering,Google Chrome,Java,MySQL,PHP,Software Architecture,Software Testing,XML,XSLT",10,5,1,New Zealand,New Zealand,High income,3,1,3,20,0.9,0
3918,https://www.freelancer.com/projects/system-admin-seo/changing-order-for-one-search/,changing order for one search engine for special keywords, #259959,In Progress,1,$30-250 USD,5,"Link Building,SEO,System Admin,Telemarketing",4,5,2,"istanbul, Turkey",Turkey,Upper middle income,3,1,3,3,0.333333333,0
3922,https://www.freelancer.com/projects/php-mysql/php-script-repair.1964703/,218470 PHP Script Repair, #1964703,Completed,1,(blank),5,"Anything Goes,MySQL,PHP",3,5,76,"Zachary, United States",United States,High income,1,1,1,1,1,0
